Restaurant Name,Category,Rating,Cost for Two (in Rupees),Area,Offer,URL
S G Rao's Military Hotel,"South Indian, Biryani",NA,400,Majestic,NA,https://www.swiggy.com/restaurants/s-g-raos-military-hotel-majestic-bangalore-445038
Gandhinagar Donne Biriyani,Indian,NA,300,Majestic,NA,https://www.swiggy.com/restaurants/gandhinagar-donne-biriyani-majestic-gandhi-nagar-bangalore-361651
SANNIDHI DONNE BIRIYANI,"Biryani, Chinese, North Indian",NA,300,Majestic,NA,https://www.swiggy.com/restaurants/sannidhi-donne-biriyani-majestic-bangalore-467695
AL-BEK,"Arabian, Tandoor, Biryani",3.9,500,Majestic,NA,https://www.swiggy.com/restaurants/al-bek-rajajinagar-bangalore-252618
PS CAKE OF THE DAY,Bakery,NA,300,Majestic,NA,https://www.swiggy.com/restaurants/ps-cake-of-the-day-majestic-bangalore-450622
Cubbon Pete Biriyaani Bazar,"Biryani, North Indian",NA,500,Majestic,NA,https://www.swiggy.com/restaurants/cubbon-pete-biriyaani-bazar-majestic-bangalore-479706
Sanadige by Goldfinch,"Coastal, Mangalorean, Seafood, Goan, South Indian, North Indian, Chinese, Desser...",3.6,1200,Majestic,NA,https://www.swiggy.com/restaurants/sanadige-by-goldfinch-central-majestic-bangalore-215520
MELTING MEMORIES,"Bakery, Beverages, Salads",NA,300,Majestic,NA,https://www.swiggy.com/restaurants/melting-memories-rajajinagar-bangalore-439509
Golden Bites,"Fast Food, Pizzas, Snacks",NA,250,Majestic,NA,https://www.swiggy.com/restaurants/golden-bites-majestic-bangalore-511220
BOBBY KA VEG DHABA (Amritsarwala),"Indian, Combo, Thalis",NA,250,Majestic,NA,https://www.swiggy.com/restaurants/bobby-ka-veg-dhaba-amritsarwala-majestic-bangalore-381716
Sreeraj Lassi Bar,Beverages,NA,250,Majestic,NA,https://www.swiggy.com/restaurants/sreeraj-lassi-bar-palace-road-bangalore-156627
CITRINE HOTEL,"Chinese, North Indian, Oriental",NA,600,Majestic,NA,https://www.swiggy.com/restaurants/citrine-hotel-majestic-bangalore-392853
Cake of the day,Bakery,NA,150,Majestic,NA,https://www.swiggy.com/restaurants/cake-of-the-day-majestic-nagarathpete-bangalore-184499
Cookie Man,"Desserts, Ice Cream, Bakery",NA,500,Majestic,NA,https://www.swiggy.com/restaurants/cookie-man-majestic-bangalore-441300
Chikkanna Tiffin Room(Cubbonpet),"South Indian, Snacks",NA,200,Majestic,NA,https://www.swiggy.com/restaurants/chikkanna-tiffin-room-cubbonpet-cubbonpet-majestic-bangalore-226779
THE TAJ HOTEL,"Biryani, Kebabs, Indian",NA,250,Majestic,NA,https://www.swiggy.com/restaurants/the-taj-hotel-majestic-bangalore-554625
M/s. SUKHSAGAR HOTEL GANDHINAGAR,North Indian,NA,200,Majestic,NA,https://www.swiggy.com/restaurants/m-s-sukhsagar-hotel-gandhinagar-gandhinagar-gandhi-nagar-bangalore-120023
NEW UDUPI SWADA,"South Indian, Chinese",NA,150,Majestic,NA,https://www.swiggy.com/restaurants/new-udupi-swada-majestic-rajajinagar-bangalore-364254
Bhairava Donne biryani,Biryani,NA,600,Majestic,NA,https://www.swiggy.com/restaurants/bhairava-donne-biryani-majestic-bangalore-507124
Corner House Ice Cream,"Ice Cream, Desserts",NA,250,Majestic,NA,https://www.swiggy.com/restaurants/corner-house-ice-cream-nehrunagar-circle-seshadripuram-bangalore-5218
Cafe G - Holiday Inn Racecourse Bengaluru,"Bakery, Indian, Asian, Chinese, North Indian",NA,1200,Majestic,NA,https://www.swiggy.com/restaurants/cafe-g-holiday-inn-racecourse-bengaluru-seshadri-rd-bangalore-476520
Jain food,"Jain, Thalis",NA,500,Majestic,NA,https://www.swiggy.com/restaurants/jain-food-majestic-bangalore-564045
Lush - Renaissance Bengaluru Race Course Hotel By Marriott.,"Indian, Continental, Oriental, Asian",NA,800,Majestic,NA,https://www.swiggy.com/restaurants/lush-renaissance-bengaluru-race-course-hotel-by-marriott-majestic-gandhi-nagar-bangalore-284374
Mr Panipuri,Chaat,NA,100,Majestic,NA,https://www.swiggy.com/restaurants/mr-panipuri-majestic-bangalore-452158
Glass Kitchen And Bar,"Indian, Tandoor, Pastas, Asian, Desserts",NA,2500,Majestic,NA,https://www.swiggy.com/restaurants/glass-kitchen-and-bar-seshadri-rd-bangalore-476522
Wendy's,"American, Burgers, Fast Food, Beverages, Snacks",NA,200,Majestic,NA,https://www.swiggy.com/restaurants/wendys-sheshadripuram-majestic-bangalore-382647
Raghavendra Veg,"South Indian, Chaat",NA,200,Majestic,NA,https://www.swiggy.com/restaurants/raghavendra-veg-majestic-chamrajpet-bangalore-524709
Sangam Sweets,"North Indian, Desserts, Fast Food",NA,100,Majestic,NA,https://www.swiggy.com/restaurants/sangam-sweets-central-gandhi-nagar-bangalore-70008
Hotel Empire,"North Indian, Kebabs, Biryani",NA,450,Majestic,NA,https://www.swiggy.com/restaurants/hotel-empire-majestic-gandhi-nagar-bangalore-41102
Misu,"Asian, Chinese, Vietnamese, Malaysian, Sushi, Singaporean, Desserts",NA,1300,Majestic,NA,https://www.swiggy.com/restaurants/misu-majestic-bangalore-241420
Egg Rice Corner,Indian,NA,100,Majestic,NA,https://www.swiggy.com/restaurants/egg-rice-corner-majestic-bangalore-514446
Tandoori Taal,Indian,NA,700,Majestic,NA,https://www.swiggy.com/restaurants/tandoori-taal-race-course-road-sampangi-rama-nagar-bangalore-290399
M s restaurant,"South Indian, Biryani, Indian",NA,1,Majestic,NA,https://www.swiggy.com/restaurants/m-s-restaurant-majestic-vijayanagara-bangalore-488865
Adiga's,"South Indian, North Indian, Chinese, Thalis, Juices, Desserts",3.8,200,Majestic,NA,https://www.swiggy.com/restaurants/adigas-majestic-chickpet-bangalore-41104
HIMADRI ICE CREAM,"Ice Cream, Beverages, Desserts",NA,250,Majestic,NA,https://www.swiggy.com/restaurants/himadri-ice-cream-majestic-bangalore-461164
Pure Veg Meals by Lunchbox,"North Indian, Desserts, Biryani",NA,200,Majestic,NA,https://www.swiggy.com/restaurants/pure-veg-meals-by-lunchbox-sheshadripuram-majestic-bangalore-263839
Orchid by Fortune Park JP Celestial,"Biryani, Indian, Continental",NA,250,Majestic,NA,https://www.swiggy.com/restaurants/orchid-by-fortune-park-jp-celestial-race-course-road-gandhi-nagar-bangalore-293261
Healthy Beverages by Adigas,"Beverages, Juices, Healthy Food",NA,200,Majestic,NA,https://www.swiggy.com/restaurants/healthy-beverages-by-adigas-majestic-chickpet-bangalore-318658
Poppy N kulfi,"Beverages, Ice Cream",NA,250,Majestic,NA,https://www.swiggy.com/restaurants/poppy-n-kulfi-vijayanagar-bangalore-417608
HOTEL NEW PRASHANTH NAATI STYLE,"Chinese, Indian, Biryani, Seafood",NA,300,Majestic,NA,https://www.swiggy.com/restaurants/hotel-new-prashanth-naati-style-majestic-bangalore-423329
Paddu Point,South Indian,NA,120,Majestic,NA,https://www.swiggy.com/restaurants/paddu-point-majestic-bangalore-446703
Mayura 1989,"Chinese, South Indian, North Indian, Desserts, Fast Food, Andhra, Mughlai, Seafo...",NA,900,Majestic,NA,https://www.swiggy.com/restaurants/mayura-1989-rajajinagar-bangalore-122795
SUPER DUM BIRYANI,"Biryani, South Indian, Chinese",NA,250,Majestic,NA,https://www.swiggy.com/restaurants/super-dum-biryani-rajajinagar-bangalore-507115
Sri Ruchi Veg,"Chinese, Snacks",NA,200,Majestic,NA,https://www.swiggy.com/restaurants/sri-ruchi-veg-majestic-bangalore-407618
SURUCHI MESS,"Indian, Seafood",NA,300,Majestic,NA,https://www.swiggy.com/restaurants/suruchi-mess-majestic-bangalore-551627
Mirapakay Andhra Style,"Andhra, Tandoor",NA,350,Majestic,NA,https://www.swiggy.com/restaurants/mirapakay-andhra-style-majestic-bangalore-415314
SWATHI RESTAURANT,Indian,NA,300,Majestic,NA,https://www.swiggy.com/restaurants/swathi-restaurant-sheshadripuram-malleshwaram-bangalore-328323
SHIVAS BAR AND RESTAURANT,"Indian, Seafood",NA,500,Majestic,NA,https://www.swiggy.com/restaurants/shivas-bar-and-restaurant-majestic-bangalore-411113
Chicken County Restaurant,"North Indian, Chinese, Tandoor, Grill, Biryani, Kebabs, Ice Cream, Juices, South...",NA,200,Majestic,NA,https://www.swiggy.com/restaurants/chicken-county-restaurant-majestic-gandhi-nagar-bangalore-551901
GEET'S KITCHEN,"North Indian, South Indian",NA,199,Majestic,NA,https://www.swiggy.com/restaurants/geets-kitchen-majestic-srirampura-bangalore-247094
Basaveshwara Khanavali,South Indian,NA,200,Majestic,NA,https://www.swiggy.com/restaurants/basaveshwara-khanavali-majestic-gandhi-nagar-bangalore-289697
A1 Ambur Dum Biriyani,"South Indian, Chinese",NA,200,Majestic,NA,https://www.swiggy.com/restaurants/a1-ambur-dum-biriyani-majestic-bangalore-407576
Arabian palace restaurant,"Chinese, Tandoor, Indian",NA,200,Majestic,NA,https://www.swiggy.com/restaurants/arabian-palace-restaurant-majestic-bangalore-415319
Punjabi pure veg Restaurant since1994,"Chinese, Jain, North Indian",3.7,250,Majestic,NA,https://www.swiggy.com/restaurants/punjabi-pure-veg-restaurant-since1994-chickpet-bangalore-39412
La-Casa,"Desserts, Ice Cream, Beverages",NA,150,Majestic,NA,https://www.swiggy.com/restaurants/la-casa-nehru-nagar-sheshadripuram-bangalore-297997
SRI SHAKTI SWEETS,"Sweets, Chaat",NA,350,Majestic,NA,https://www.swiggy.com/restaurants/sri-shakti-sweets-majestic-bangalore-553361
Atlas World Cafe,"North Indian, South Indian, Indian, Biryani, Chinese, Continental, Desserts",NA,600,Majestic,NA,https://www.swiggy.com/restaurants/atlas-world-cafe-malleswaram-madhavanagar-gandhinagar-racecourseroad-gandhi-nagar-bangalore-269808
Dum Biriyaani Corner,"Biryani, North Indian, Chinese",NA,499,Majestic,NA,https://www.swiggy.com/restaurants/dum-biriyaani-corner-majestic-bangalore-480457
Mega Biryani,"Biryani, Hyderabadi",NA,400,Majestic,NA,https://www.swiggy.com/restaurants/mega-biryani-majestic-seshadripuram-bangalore-518392
Keralapurada Chamundeshwari Hindu Military Hotel,North Indian,NA,300,Majestic,NA,https://www.swiggy.com/restaurants/keralapurada-chamundeshwari-hindu-military-hotel-majestic-bangalore-507704
Clay Resto,Indian,NA,300,Majestic,NA,https://www.swiggy.com/restaurants/clay-resto-majestic-chickpet-bangalore-335243
SHAHI BIRYANI AND KABAB CENTRE,"Biryani, Indian, Kebabs",NA,200,Majestic,NA,https://www.swiggy.com/restaurants/shahi-biryani-and-kabab-centre-majestic-bangalore-554048
Satisfry,Beverages,NA,260,Majestic,NA,https://www.swiggy.com/restaurants/satisfry-chamrajpet-bangalore-151225
Biryani Blues,"Biryani, Hyderabadi, Lucknowi, Kebabs",NA,400,Majestic,NA,https://www.swiggy.com/restaurants/biryani-blues-majestic-bangalore-513416
Hotel Karavali Beach,"Seafood, Mangalorean, Coastal",3.7,300,Majestic,NA,https://www.swiggy.com/restaurants/hotel-karavali-beach-malleshwaram-gandhi-nagar-bangalore-37358
JIANG Pure Veg Chinese,Chinese,NA,200,Majestic,NA,https://www.swiggy.com/restaurants/jiang-pure-veg-chinese-majestic-chickpet-bangalore-236599
Shaken & Stirred,"Beverages, Biryani, Chettinad, Chinese, Continental, Desserts, North Indian, Sea...",NA,899,Majestic,NA,https://www.swiggy.com/restaurants/shaken-and-stirred-sheshadri-road-majestic-bangalore-39932
Toastymos,"Chinese, Snacks",NA,200,Majestic,NA,https://www.swiggy.com/restaurants/toastymos-majestic-bangalore-495542
New Govind Rao Military Hotel,Biryani,3.8,200,Majestic,NA,https://www.swiggy.com/restaurants/new-govind-rao-military-hotel-majestic-chickpet-bangalore-39936
NATI RUCHI MANE,"North Indian, Biryani, Snacks",NA,500,Majestic,NA,https://www.swiggy.com/restaurants/nati-ruchi-mane-majestic-bangalore-559571
Alampur Bar and Restaurant,"Chinese, South Indian, North Indian, Desserts, Andhra, Beverages, Seafood",NA,400,Majestic,NA,https://www.swiggy.com/restaurants/alampur-bar-and-restaurant-majestic-sampangi-rama-nagar-bangalore-131232
KARNATAKA HINDU MILTRY HOTEL,Indian,NA,99,Majestic,NA,https://www.swiggy.com/restaurants/karnataka-hindu-miltry-hotel-majestic-bangalore-395155
UDUPI UPACHARA,Indian,NA,200,Majestic,NA,https://www.swiggy.com/restaurants/udupi-upachara-majestic-bangalore-544999
Hotel Moti Mahal,"North Indian, Snacks, Biryani",NA,300,Majestic,NA,https://www.swiggy.com/restaurants/hotel-moti-mahal-majestic-bangalore-560783
Favourite Time Cafe,Beverages,NA,30,Majestic,NA,https://www.swiggy.com/restaurants/favourite-time-cafe-ksr-bengaluru-second-entrance-majestic-bangalore-397210
Spice Cove - I.V Sanctum,"American, Beverages, Biryani, Chettinad, Chinese, Coastal, Continental, Desserts...",NA,650,Majestic,NA,https://www.swiggy.com/restaurants/spice-cove-i-v-sanctum-majestic-bangalore-40233
The Great Indian Food Court,"Indian, Italian, Fast Food",NA,300,Majestic,NA,https://www.swiggy.com/restaurants/the-great-indian-food-court-majestic-seshadripuram-bangalore-518304
South Ruchis Square,"Biryani, Chinese, Desserts, Fast Food, Jain, North Indian, South Indian",3.9,500,Majestic,NA,https://www.swiggy.com/restaurants/south-ruchis-square-majestic-gandhi-nagar-bangalore-39400
LETZ VEZ,"Chinese, Fast Food, Snacks",NA,163,Majestic,NA,https://www.swiggy.com/restaurants/letz-vez-majestic-bangalore-527519
HEBBAR'S COFFEE SHOP,"South Indian, Juices, Indian",NA,300,Majestic,NA,https://www.swiggy.com/restaurants/hebbars-coffee-shop-jayanagar-bangalore-539184
PUNJABI DHABA,Punjabi,3,350,Majestic,NA,https://www.swiggy.com/restaurants/punjabi-dhaba-majestic-bangalore-393897
S Baking Co,"Bakery, Snacks",NA,250,Majestic,NA,https://www.swiggy.com/restaurants/s-baking-co-majestic-bangalore-488169
Southly Healthy,"South Indian, Healthy Food",3.3,200,Majestic,NA,https://www.swiggy.com/restaurants/southly-healthy-majestic-chickpet-bangalore-295581
HomeSe Just Veg,"South Indian, North Indian, Fast Food",NA,200,Majestic,NA,https://www.swiggy.com/restaurants/homese-just-veg-k-g-road-chickpet-bangalore-117904
MANTAP ICE CREAM,Ice Cream,NA,200,Majestic,NA,https://www.swiggy.com/restaurants/mantap-ice-cream-sheshadripuram-seshadripuram-bangalore-297373
Priyadarshini Restaurant,"South Indian, Desserts, Fast Food",NA,150,Majestic,NA,https://www.swiggy.com/restaurants/priyadarshini-restaurant-gandhinagar-bangalore-49281
Udupi Upahar,South Indian,NA,150,Majestic,NA,https://www.swiggy.com/restaurants/udupi-upahar-majestic-bangalore-450788
Adisakhti Mess,"Chinese, Biryani",NA,200,Majestic,NA,https://www.swiggy.com/restaurants/adisakhti-mess-majestic-bangalore-447419
UTSAVA GRAND,South Indian,NA,150,Majestic,NA,https://www.swiggy.com/restaurants/utsava-grand-majestic-bangalore-450787
Banaras Sweet House,"Snacks, Sweets, Beverages",NA,200,Majestic,NA,https://www.swiggy.com/restaurants/banaras-sweet-house-majestic-bangalore-470891
Fishland,"Seafood, North Indian, Chinese",NA,500,Majestic,NA,https://www.swiggy.com/restaurants/fishland-majestic-gandhi-nagar-bangalore-159235
Shree Ganesh Bake and sweets,"Bakery, Sweets",NA,250,Majestic,NA,https://www.swiggy.com/restaurants/shree-ganesh-bake-and-sweets-kanakapura-road-bangalore-430792
Rasapaka,"South Indian, North Indian, Chinese, Beverages, Fast Food",NA,200,Majestic,NA,https://www.swiggy.com/restaurants/rasapaka-majestic-bangalore-457213
Scotland curry house,"Indian, South Indian, Bakery, Chinese",NA,500,Majestic,NA,https://www.swiggy.com/restaurants/scotland-curry-house-majestic-bangalore-512836
AL PAKIZA RESTAURANT,"Indian, Beverages",NA,300,Marathahalli,NA,https://www.swiggy.com/restaurants/al-pakiza-restaurant-marathahalli-bangalore-479322
SWAGTH RESTAURANT,"Barbecue, Grill",NA,300,Marathahalli,NA,https://www.swiggy.com/restaurants/swagth-restaurant-marathahalli-bangalore-478112
Midas Touch,Bakery,NA,200,Marathahalli,NA,https://www.swiggy.com/restaurants/midas-touch-mahadevpura-marathahalli-bangalore-137507
PARATHA STREET,"North Indian, Chinese, Snacks, Sweets",NA,300,Marathahalli,NA,https://www.swiggy.com/restaurants/paratha-street-marathahalli-bangalore-499054
Anjarai Petti,"South Indian, Chinese",3.8,300,Marathahalli,NA,https://www.swiggy.com/restaurants/anjarai-petti-marathahalli-bangalore-296209
Dunkin Donuts,"Beverages, Fast Food, Desserts",NA,250,Marathahalli,NA,https://www.swiggy.com/restaurants/dunkin-donuts-itpl-main-road-marathahalli-bangalore-21421
Auntie Fung's,"Thai, Chinese, Asian",NA,600,Marathahalli,NA,https://www.swiggy.com/restaurants/auntie-fungs-marathahalli-bangalore-412865
KEBAB MAGIC'S,"North Indian, Chinese, Biryani",NA,300,Marathahalli,NA,https://www.swiggy.com/restaurants/kebab-magics-marathahalli-bangalore-511026
Chinese Wok (Wok Express),"Chinese, Desserts, Beverages",3.8,250,Marathahalli,NA,https://www.swiggy.com/restaurants/chinese-wok-wok-express-marathahalli-bangalore-489129
BOLLYWOOD SPICE,"Mughlai, North Indian, Biryani, Beverages",NA,300,Marathahalli,NA,https://www.swiggy.com/restaurants/bollywood-spice-marathahalli-bangalore-526639
Rajwadi,"North Indian, Desserts, Beverages, Punjabi",3.8,450,Marathahalli,NA,https://www.swiggy.com/restaurants/rajwadi-brookfield-marathahalli-bangalore-115831
TASTE OF CHINA,Chinese,NA,300,Marathahalli,NA,https://www.swiggy.com/restaurants/taste-of-china-marathahalli-bangalore-525305
Kouzina Kafe - The Food Court,"Bakery, Desserts, Ice Cream, Fast Food, Beverages, American",NA,150,Marathahalli,NA,https://www.swiggy.com/restaurants/kouzina-kafe-the-food-court-marathahalli-bangalore-387581
Orbis Restaurant,"North Indian, Biryani, Chinese, Arabian, Snacks, Desserts, Beverages",3.7,400,Marathahalli,NA,https://www.swiggy.com/restaurants/orbis-restaurant-aecs-layout-brookfield-marathahalli-bangalore-122494
GOWHEY- HEALTHY DESSERT COMPANY,"Ice Cream, Healthy Food, Desserts",NA,200,Marathahalli,NA,https://www.swiggy.com/restaurants/gowhey-healthy-dessert-company-marathahalli-bangalore-446522
COMBO KINGS,"Combo, Biryani, Desserts",NA,300,Marathahalli,NA,https://www.swiggy.com/restaurants/combo-kings-thubarahalli-munnekollal-bangalore-319411
Subway,"Salads, Snacks, Desserts, Beverages",NA,350,Marathahalli,NA,https://www.swiggy.com/restaurants/subway-kundanahalli-marathahalli-bangalore-21668
FIRE WOODS BIRYANI,"Indian, Arabian, Biryani, Chinese, Beverages",NA,300,Marathahalli,NA,https://www.swiggy.com/restaurants/fire-woods-biryani-thubarahalli-munnekollal-bangalore-319412
Authentic Andhra Restaurant,"Biryani, Andhra",NA,700,Marathahalli,NA,https://www.swiggy.com/restaurants/authentic-andhra-restaurant-marathalli-bangalore-548671
The Higher Taste Stores Marathahalli - ISKCON,Bakery,NA,249,Marathahalli,NA,https://www.swiggy.com/restaurants/the-higher-taste-stores-marathahalli-iskcon-marathahalli-bangalore-393907
Rolls & Bowls Company,"Snacks, Chinese, Indian, Desserts",NA,250,Marathahalli,NA,https://www.swiggy.com/restaurants/rolls-and-bowls-company-marathahalli-bangalore-489130
NEW UDUPI GARDEN,"South Indian, North Indian",NA,400,Marathahalli,NA,https://www.swiggy.com/restaurants/new-udupi-garden-munnekolala-marathahalli-bangalore-273562
Cake Menu,"Continental, Desserts",NA,199,Marathahalli,NA,https://www.swiggy.com/restaurants/cake-menu-marathahalli-chinnapanna-halli-bangalore-59802
The Punjabi Rasoi,"North Indian, Punjabi, Thalis, Tandoor, Chinese",NA,400,Marathahalli,NA,https://www.swiggy.com/restaurants/the-punjabi-rasoi-munekollala-chinnapanna-halli-bangalore-32686
PARATHA SINGH,"Mughlai, North Indian",NA,300,Marathahalli,NA,https://www.swiggy.com/restaurants/paratha-singh-marathahalli-bangalore-501104
Enchante By Chai Point,"Bakery, Beverages, Maharashtrian, Snacks, Street Food, South Indian, Punjabi",NA,150,Marathahalli,NA,https://www.swiggy.com/restaurants/enchante-by-chai-point-aecs-layout-kundanhahalli-marathahalli-bangalore-523256
The Jalsa by Nanumal Bhojraaj,"North Indian, Snacks, Biryani",NA,300,Marathahalli,NA,https://www.swiggy.com/restaurants/the-jalsa-by-nanumal-bhojraaj-marathahalli-chinnapanna-halli-bangalore-320517
The IceCream Zone,"Ice Cream, Desserts, Beverages",NA,250,Marathahalli,NA,https://www.swiggy.com/restaurants/the-icecream-zone-marathahalli-bangalore-491560
